college_code,college_name,city,status,branch_code,branch_name,year,round,category,cutoff_percentile
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,2,OBC,99.0643
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,2,SC,97.4351
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,2,ST,94.0774
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,3,OPEN,99.3274
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,3,EWS,99.1849
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,3,TFWS,99.456
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,3,OBC,98.8694
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,3,SC,97.1022
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2023,3,ST,93.8223
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,1,OPEN,99.8455
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,1,EWS,99.7097
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,1,TFWS,99.8182
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,1,OBC,99.2892
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,1,SC,97.5661
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,1,ST,94.3231
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,2,OPEN,99.7145
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,2,EWS,99.459
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,2,TFWS,99.7165
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,2,OBC,99.2515
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,2,SC,97.5273
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,2,ST,94.181
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,3,OPEN,99.5247
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,3,EWS,99.36
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,3,TFWS,99.5043
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,3,OBC,98.9486
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,3,SC,97.2468
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224210,Computer Engineering,2024,3,ST,93.9687
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,1,OPEN,99.3404
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,1,EWS,99.0624
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,1,TFWS,99.309
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,1,OBC,98.8991
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,1,SC,97.055
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,1,ST,93.7413
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,2,OPEN,99.0929
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,2,EWS,99.0418
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,2,TFWS,99.2542
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,2,OBC,98.7035
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,2,SC,96.942
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,2,ST,93.6808
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,3,OPEN,98.8796
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,3,EWS,98.7682
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,3,TFWS,99.0217
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,3,OBC,98.4777
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,3,SC,96.657
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2022,3,ST,93.379
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,1,OPEN,99.4686
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,1,EWS,99.2465
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,1,TFWS,99.5182
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,1,OBC,98.8933
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,1,SC,97.2165
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,1,ST,93.9934
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,2,OPEN,99.2079
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,2,EWS,99.0644
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,2,TFWS,99.291
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,2,OBC,98.8944
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,2,SC,97.0108
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,2,ST,93.7853
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,3,OPEN,99.1353
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,3,EWS,98.8881
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,3,TFWS,99.1303
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,3,OBC,98.5826
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,3,SC,96.9405
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2023,3,ST,93.6446
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,1,OPEN,99.5537
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,1,EWS,99.3752
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,1,TFWS,99.5397
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,1,OBC,99.0799
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,1,SC,97.3269
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,1,ST,94.0569
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,2,OPEN,99.3464
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,2,EWS,99.2482
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,2,TFWS,99.4135
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,2,OBC,98.9342
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,2,SC,97.078
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,2,ST,93.8574
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,3,OPEN,99.1954
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,3,EWS,98.9923
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,3,TFWS,99.2607
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,3,OBC,98.6904
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,3,SC,96.9766
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301224610,Information Technology,2024,3,ST,93.6522
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,1,OPEN,99.0377
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,1,EWS,98.9298
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,1,TFWS,99.1128
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,1,OBC,98.5509
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,1,SC,96.9275
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,1,ST,93.6408
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,2,OPEN,98.8746
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,2,EWS,98.7823
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,2,TFWS,98.9686
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,2,OBC,98.4316
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,2,SC,96.6904
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,2,ST,93.4975
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,3,OPEN,98.7294
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,3,EWS,98.6437
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,3,TFWS,98.7824
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,3,OBC,98.3556
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,3,SC,96.5965
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2022,3,ST,93.2297
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,1,OPEN,99.1827
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,1,EWS,98.9902
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,1,TFWS,99.2991
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,1,OBC,98.8354
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,1,SC,97.0346
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,1,ST,93.7831
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,2,OPEN,99.0508
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,2,EWS,98.9446
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,2,TFWS,99.1536
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,2,OBC,98.6837
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,2,SC,96.9105
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,2,ST,93.5255
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,3,OPEN,98.8658
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,3,EWS,98.7178
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,3,TFWS,98.9003
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,3,OBC,98.4687
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,3,SC,96.725
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2023,3,ST,93.3239
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,1,OPEN,99.3417
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,1,EWS,99.1164
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,1,TFWS,99.4221
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,1,OBC,98.7987
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,1,SC,97.1788
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,1,ST,93.7337
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,2,OPEN,99.1686
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,2,EWS,98.9895
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,2,TFWS,99.1719
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,2,OBC,98.7075
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,2,SC,96.9181
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,2,ST,93.5793
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,3,OPEN,98.9043
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,3,EWS,98.7219
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,3,TFWS,98.9543
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,3,OBC,98.4356
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,3,SC,96.6995
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301226310,Artificial Intelligence and Data Science,2024,3,ST,93.3855
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,1,OPEN,98.5326
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,1,EWS,98.354
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,1,TFWS,98.673
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,1,OBC,98.202
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,1,SC,96.4087
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,1,ST,93.1066
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,2,OPEN,98.3796
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,2,EWS,98.2834
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,2,TFWS,98.5146
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,2,OBC,97.947
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,2,SC,96.3091
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,2,ST,92.923
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,3,OPEN,98.2436
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,3,EWS,98.0294
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,3,TFWS,98.3508
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,3,OBC,97.8364
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,3,SC,96.1079
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2022,3,ST,92.7121
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,1,OPEN,98.7213
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,1,EWS,98.5756
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,1,TFWS,98.8464
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,1,OBC,98.1982
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,1,SC,96.5299
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,1,ST,93.2338
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,2,OPEN,98.5269
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,2,EWS,98.4398
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,2,TFWS,98.6273
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,2,OBC,98.0653
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,2,SC,96.3272
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,2,ST,93.0529
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,3,OPEN,98.3167
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,3,EWS,98.2786
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,3,TFWS,98.4787
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,3,OBC,97.9074
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,3,SC,96.1282
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2023,3,ST,92.9351
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,1,OPEN,98.7922
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,1,EWS,98.6687
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,1,TFWS,98.9409
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,1,OBC,98.415
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,1,SC,96.6219
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,1,ST,93.3599
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,2,OPEN,98.666
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,2,EWS,98.4315
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,2,TFWS,98.7334
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,2,OBC,98.1789
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,2,SC,96.4852
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,2,ST,93.0798
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,3,OPEN,98.3895
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,3,EWS,98.258
3012,Veermata Jijabai Technological Institute (VJTI),Mumbai,Government Aided,301237210,Electronics and Telecommunication Engineering,2024,3,TFWS,98.6082
